DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
07/07/16 21,1.19,4.81,3.02,2.71,2.34,5.5,4.42,98.18,1,98.2,1,0,0,0,0,0,0,0,0,51.35,1,35.59,1,0,0,30.37,1,0,0,63.28,1,2.97,33.95,29.74,66.46,29.7,84.35,19.27,80.21,19.16,67.95,32.19,31.29,0
07/07/16 22,1.1,4.67,3.19,2.58,2.49,5.5,4.02,98.6,1,98.62,1,0,0,37.01,1,0,0,0,0,50.99,1,35.05,1,0,0,30.34,1,0,0,66.75,1,2.97,33.72,28.65,87.2,28.73,84.11,19.19,81.07,19.08,67.97,31.57,30.67,0
07/07/16 23,1,4.45,3.62,2.48,2.8,5.5,3.72,98.73,1,98.75,1,0,0,35.95,1,0,0,0,0,50.76,1,35.22,1,0,0,30.07,1,0,0,67.26,1,2.97,33.65,28.51,88.95,28.58,84.41,19.11,80.69,19,68.79,31.41,30.51,0
08/07/16 00,0.9,4.25,4.09,2.52,3.01,5.5,3.71,98.04,1,98.06,1,0,0,34.68,1,0,0,0,0,50.6,1,34.81,1,0,0,29.94,1,0,0,70.55,1,2.97,34.03,28.46,91.1,28.52,84.67,19.51,81.81,19.4,69.59,31.35,30.45,0
08/07/16 01,0.86,4.09,4.62,2.63,3.37,5.5,3.88,97.57,1,97.59,1,0,0,33.24,1,0,0,0,0,49.78,1,34.52,1,0,0,29.51,1,0,0,72.75,1,2.97,34.28,28.43,93.45,28.48,86.25,19.84,82.62,19.73,71.28,31.3,30.4,0
08/07/16 02,0.87,3.99,5.21,3.06,3.82,5.5,4.36,97.48,1,97.5,1,0,0,33.77,1,0,0,0,0,49.07,1,33.91,1,0,0,28.96,1,0,0,73.87,1,2.97,34.33,28.34,92.5,28.4,87.53,20.16,83.98,20.06,73.33,31.22,30.32,0
08/07/16 03,1.05,4.2,5.07,3.68,3.65,5.36,4.15,94.64,1,94.66,1,0,0,0,0,0,0,0,0,49.28,1,0,0,0,0,0,0,0,0,82.32,1,2.98,35.85,29.86,76.06,29.82,88.54,30.21,64.55,30.21,60.4,32.39,31.49,0
08/07/16 04,1.4,4.55,4.85,4.32,3.25,5.11,3.11,94.79,1,94.81,1,0,0,0,0,0,0,0,0,49.53,1,0,0,0,0,0,0,0,0,80.29,1,2.98,35.77,30.1,76.12,30.06,88.31,30.33,64.21,30.33,59.96,32.63,31.73,0
08/07/16 05,1.72,5.05,4.65,3.99,2.86,5.01,2.74,94.58,1,94.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.91,1,0,0,60.25,1,2.98,35.88,32.6,76.45,32.6,68.01,27.77,63.27,27.65,71.22,34.84,33.94,0
08/07/16 06,2.03,5.53,4.49,3.05,2.35,5.39,3.62,90.24,1,90.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.32,1,0,0,0,0,2.98,38.17,30.53,75.43,30.53,66.58,29.95,62.48,29.83,71.95,41.59,31.72,0
08/07/16 07,2.5,5.14,4.26,3.28,1.78,5.5,4.73,92.36,1,92.38,1,0,0,0,0,0,0,0,0,50.08,1,0,0,0,0,31,1,0,0,0,0,2.98,37.06,28.14,72.6,28.1,85.29,29.32,60.43,29.21,75.93,40.43,29.52,0
08/07/16 08,2.89,4.61,3.91,3.41,1.61,5.21,3.48,91.19,1,91.2,1,0,0,0,0,0,0,0,0,49.6,1,38.54,1,0,0,0,0,0,0,0,0,2.98,37.68,27.65,72.36,27.61,85.72,28.9,84.35,28.9,55.59,41.15,29.02,0
08/07/16 09,3.19,4.08,3.56,3.65,2.02,5.08,2.5,92.33,1,92.35,1,0,0,0,0,0,0,0,0,49.7,1,36.2,1,0,0,31.38,1,0,0,0,0,2.98,37.07,27.12,70.24,27.08,85,22.1,81.96,21.98,67.42,40.26,28.49,0
08/07/16 10,3.41,3.55,3.15,3.68,2.38,5.25,2.58,91.47,1,91.49,1,0,0,0,0,0,0,0,0,49.65,1,36,1,0,0,31.45,1,0,0,0,0,2.98,37.53,26.59,69.5,26.55,84.56,22.65,82.88,22.54,67.72,40.82,27.96,0
08/07/16 11,3.67,2.79,3.27,3.56,2.83,5.44,2.71,92.19,1,92.2,1,0,0,33.54,1,0,0,0,0,48.07,1,35.44,1,0,0,31.44,1,0,0,0,0,2.98,37.15,22.77,87.31,22.83,83.82,22.55,83.77,22.44,67.64,40.49,24.52,0
08/07/16 12,3.87,1.93,3.72,3.52,3.38,5.5,2.89,92.55,1,92.57,1,0,0,32.91,1,0,0,0,0,46.52,1,35.8,1,0,0,29.44,1,0,0,0,0,2.98,36.96,22.15,87.71,22.21,85.98,22.89,83.47,22.79,74.57,40.37,23.87,0
08/07/16 13,4.05,1.09,4.17,4.03,3.8,5.5,3.99,90.9,1,90.92,1,0,0,31.73,1,0,0,0,0,46.94,1,35.56,1,0,0,31.42,1,0,0,0,0,2.98,37.83,21.4,88.81,21.45,84.48,23.32,84.32,23.21,68.51,41.32,23.11,0
08/07/16 14,4.24,0.59,4.66,4.19,3.61,5.5,3.81,95.33,1,95.35,1,0,0,34.31,1,0,0,0,0,48.53,1,0,0,0,0,31.72,1,0,0,110.76,1,2.98,35.48,25.63,88.9,25.7,85.84,28.86,62.71,28.74,73.01,28.76,27.86,0
08/07/16 15,4.13,0.88,5.11,4.41,2.88,5.5,4.39,95.32,1,95.34,1,0,0,33.76,1,0,0,0,0,48.5,1,0,0,0,0,31.92,1,0,0,109.04,1,2.98,35.48,25.88,90.07,25.95,86.15,28.78,61.76,28.67,72.21,28.99,28.09,0
08/07/16 16,4.1,1.52,5.09,3.66,2.11,5.5,4.74,95.01,1,95.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,1,0,0,79.84,1,2.98,35.65,30.81,72.95,30.81,64.68,28.88,60.92,28.76,72.65,33.15,32.25,0
08/07/16 17,4.2,2.28,4.72,2.77,1.34,5.16,3.19,94.82,1,94.84,1,0,0,0,0,0,0,0,0,49.79,1,38.2,1,0,0,0,0,0,0,95.38,1,2.98,35.75,28.62,73.05,28.58,86.33,28.14,84.35,28.14,54.94,31.24,30.34,0
08/07/16 18,4.07,2.74,4.37,3.2,1.81,5.1,2.46,95.11,1,95.12,1,0,0,0,0,0,0,0,0,50.22,1,35.76,1,0,0,31.05,1,0,0,91.55,1,2.98,35.6,28.82,72.68,28.78,85.7,21.9,82.54,21.79,68.35,31.42,30.52,0
08/07/16 19,3.93,3.17,4.01,3.41,2.3,5.35,2.84,95.53,1,95.55,1,0,0,0,0,0,0,0,0,50.6,1,35.74,1,0,0,31.44,1,0,0,88,1,2.98,35.37,29.03,68.56,28.99,85.15,21.52,82.22,21.41,66.62,31.61,30.71,0
08/07/16 20,3.77,3.56,3.53,3.43,2.71,5.4,2.49,96.16,1,96.18,1,0,0,0,0,0,0,0,0,50.44,1,35.58,1,0,0,31.45,1,0,0,83.71,1,2.98,35.03,29.21,69.29,29.17,85.66,21.15,82.12,21.03,66.22,31.77,30.87,0
08/07/16 21,3.58,3.9,3.08,3.57,3.07,5.36,2,96,1,96.02,1,0,0,0,0,0,0,0,0,50.57,1,35.79,1,0,0,31.46,1,0,0,82,1,2.98,35.12,29.47,67.32,29.43,85.66,21.11,81.7,20.99,66.12,32.02,31.12,0
08/07/16 22,3.41,3.94,3.34,3.66,3.31,5.34,1.62,96.6,1,96.62,1,0,0,36.39,1,0,0,0,0,50.55,1,35.8,1,0,0,31.33,1,0,0,84.51,1,2.98,34.8,28.3,87.96,28.37,84.62,20.75,81.33,20.63,66.22,31.3,30.4,0
08/07/16 23,3.22,3.91,3.8,3.46,3.46,5.4,1.46,97.01,1,97.03,1,0,0,36.47,1,0,0,0,0,50.45,1,35.09,1,0,0,31.3,1,0,0,82.69,1,2.98,34.58,28.26,87.79,28.33,84.8,20.64,82.46,20.53,66.22,31.25,30.35,0
09/07/16 00,3.02,3.86,4.23,3.38,3.82,5.45,1.35,96.54,1,96.56,1,0,0,35.09,1,0,0,0,0,50.19,1,34.71,1,0,0,30.97,1,0,0,84.43,1,2.98,34.83,28.26,90.2,28.32,85.3,21.01,83.48,20.89,67.7,31.23,30.33,0
09/07/16 01,2.95,3.86,4.73,3.49,3.73,5.5,2,95.44,1,95.46,1,0,0,34.04,1,0,0,0,0,49.28,1,0,0,0,0,31.06,1,0,0,89.08,1,2.98,35.42,28.32,92.04,28.38,87.12,28.13,63.93,28.02,74.53,31.3,30.4,0
09/07/16 02,3.02,3.93,5.27,3.97,3.18,5.5,3.09,95.28,1,95.3,1,0,0,33.71,1,0,0,0,0,49.12,1,0,0,0,0,31.04,1,0,0,89.39,1,2.98,35.51,28.4,92.66,28.46,87.5,28.24,63.41,28.12,74.72,31.37,30.47,0
09/07/16 03,3.13,4.27,5.04,4.46,2.63,5.5,4.07,94.76,1,94.78,1,0,0,0,0,0,0,0,0,48.87,1,0,0,0,0,30.59,1,0,0,83.01,1,2.98,35.78,29.98,75.33,29.94,89.45,28.56,63.17,28.45,76.53,32.52,31.62,0
09/07/16 04,3.34,4.91,4.78,3.9,2.15,5.41,4.36,91.92,1,91.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.63,1,2.98,37.29,33.51,76.25,33.51,68.68,32.54,63.07,32.54,60.95,35.81,34.91,0
09/07/16 05,3.69,5.67,4.59,3.08,1.75,5.18,3.44,86.88,1,86.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,39.92,30.67,74.94,30.67,66.37,35.38,62.3,35.38,59.18,44.39,31.86,0
09/07/16 06,4.17,5.19,4.34,3.57,1.85,5.01,2.66,90.4,1,90.42,1,0,0,0,0,0,0,0,0,49.04,1,35.89,1,0,0,31.34,1,0,0,0,0,2.98,38.09,28.27,74.37,28.23,87.42,23.56,83.98,23.44,69.02,41.63,29.64,0
09/07/16 07,4.43,4.67,4.06,4.09,2.48,5.29,3.14,89.97,1,89.99,1,0,0,0,0,0,0,0,0,49.4,1,36.06,1,0,0,31.36,1,0,0,0,0,2.98,38.31,27.73,73.32,27.69,86.18,23.84,83.96,23.72,69.22,41.95,29.1,0
09/07/16 08,4.47,4.15,3.75,4.31,3.01,5.5,3.62,112.41,1,0,0,0,0,0,0,0,0,0,0,48.68,1,35.46,1,0,0,30.2,1,0,0,0,0,2.99,26.1,27.26,71.9,27.22,87.07,22.75,83.93,22.64,71.99,38.58,28.62,0
09/07/16 09,4.37,3.9,3.39,3.85,3.55,5.5,4.19,113.23,1,0,0,0,0,0,0,0,0,0,0,0,0,35.32,1,0,0,30.46,1,0,0,0,0,2.99,25.63,28.9,68.41,28.9,62.4,22.3,83.72,22.19,70.71,38.19,30.09,0
09/07/16 10,4.24,3.75,2.96,2.7,3.97,5.5,4.44,112.89,1,0,0,0,0,34.91,1,0,0,0,0,48.79,1,0,0,0,0,32.25,1,0,0,0,0,2.99,25.82,23.48,85.74,23.55,83.21,28.98,62.63,28.85,71.25,38.41,25.26,0
09/07/16 11,4.25,2.86,3.36,2.63,3.17,5.5,4.58,112.79,1,0,0,0,0,34.04,1,0,0,0,0,48.5,1,0,0,0,0,31.97,1,0,0,0,0,2.99,25.88,22.73,86.45,22.8,82.99,29.05,62.53,28.93,72.31,38.45,24.49,0
09/07/16 12,4.31,1.99,3.77,2.55,2.48,5.36,4.14,111.85,1,0,0,0,0,33.63,1,0,0,0,0,47.81,1,0,0,0,0,0,0,0,0,0,0,2.99,26.42,21.99,86.39,22.05,83.52,32.25,60.99,32.25,57.14,39.05,23.73,0
09/07/16 13,4.48,1.13,4.18,2.71,1.66,5.03,2.53,112.28,1,0,0,0,0,32.19,1,0,0,0,0,47.52,1,0,0,0,0,33.13,1,0,0,0,0,2.99,26.17,21.32,88.02,21.38,83.37,29.16,60.4,29.03,68.22,38.74,23.05,0
09/07/16 14,4.28,0.52,4.63,2.85,1.8,5.19,2.55,118.15,1,0,0,0,0,33.18,1,0,0,0,0,49.12,1,34.92,1,0,0,30.45,1,0,0,93.5,1,2.99,22.81,25.07,90.2,25.13,84.17,19.74,81.85,19.63,68.16,28.06,27.16,0
09/07/16 15,3.79,0.63,5.13,2.94,2.3,5.43,2.92,118.59,1,0,0,0,0,33.63,1,0,0,0,0,48.45,1,34.7,1,0,0,30.33,1,0,0,90.75,1,2.99,22.56,25.14,89.53,25.2,85.49,19.49,81.99,19.39,68.3,28.11,27.21,0
09/07/16 16,3.33,0.9,5.07,3.33,2.78,5.5,3.42,118.27,1,0,0,0,0,0,0,0,0,0,0,49.13,1,34.65,1,0,0,29.9,1,0,0,83.53,1,2.99,22.75,26.63,73.84,26.59,85.61,19.76,82.32,19.65,69.96,29.17,28.27,0
09/07/16 17,2.91,1.25,4.74,3.61,3.24,5.5,3.71,119.13,1,0,0,0,0,0,0,0,0,0,0,49.31,1,34.51,1,0,0,29.75,1,0,0,78.28,1,2.99,22.25,26.73,73.47,26.69,85.36,19.25,82.07,19.15,69.93,29.24,28.34,0
09/07/16 18,2.48,1.55,4.4,3.77,3.64,5.5,3.96,119.09,1,0,0,0,0,0,0,0,0,0,0,49.4,1,34.19,1,0,0,29.51,1,0,0,76.29,1,2.99,22.28,26.94,72.24,26.9,85.39,19.37,82.72,19.27,70.82,29.44,28.54,0
09/07/16 19,2.11,1.83,4.03,3.9,3.86,5.5,4.37,118.85,1,0,0,0,0,0,0,0,0,0,0,49.68,1,0,0,0,0,31.33,1,0,0,76.35,1,2.99,22.42,27.21,70.55,27.17,85.13,25.69,62.86,25.57,71.15,29.72,28.82,0
09/07/16 20,1.8,2.1,3.61,3.91,3.12,5.5,4.59,119.32,1,0,0,0,0,0,0,0,0,0,0,49.56,1,0,0,0,0,31.51,1,0,0,72.51,1,2.99,22.14,27.35,68.98,27.31,85.5,25.35,61.26,25.23,70.21,29.83,28.93,0
09/07/16 21,1.5,2.34,3.15,4.01,2.25,5.5,4.55,120.52,1,0,0,0,0,0,0,0,0,0,0,49.82,1,0,0,0,0,31.67,1,0,0,65.88,1,2.99,21.45,27.37,66.79,27.33,85.02,24.62,59.44,24.5,68.94,29.82,28.92,0
09/07/16 22,1.12,2.23,3.27,3.93,1.54,5.5,4.19,122.49,1,0,0,0,0,36.51,1,0,0,0,0,49.73,1,35.07,1,0,0,30.04,1,0,0,60.61,1,2.99,20.3,26.08,85.52,26.16,84.02,16.76,78.61,16.66,66.54,28.95,28.05,0
09/07/16 23,0.8,2.05,3.65,3.52,1.64,5.49,3.56,98.92,1,98.94,1,0,0,35.26,1,0,0,0,0,49.86,1,35.48,1,0,0,30.51,1,0,0,82.58,1,2.97,33.55,26.44,88.1,26.51,84.13,18.79,79.94,18.68,67.04,29.4,28.5,0
10/07/16 00,0.68,2.02,4.1,3.32,1.87,5.5,3.38,98.01,1,98.03,1,0,0,34.07,1,0,0,0,0,48.87,1,34.69,1,0,0,29.18,1,0,0,85.89,1,2.97,34.04,26.46,90.13,26.52,86.03,19.67,82.17,19.57,72.17,29.41,28.51,0
10/07/16 01,0.64,2.05,4.61,3.69,2.41,5.5,4.1,97.86,1,97.88,1,0,0,33.12,1,0,0,0,0,48.1,1,34.24,1,0,0,28.65,1,0,0,86.02,1,2.97,34.12,26.53,91.76,26.59,87.53,19.94,83.2,19.84,74.05,29.46,28.56,0
10/07/16 02,0.66,2.11,5.15,4.28,3.06,5.43,4.49,97.5,1,97.52,1,0,0,32.78,1,0,0,0,0,47.8,1,35.94,1,0,0,0,0,0,0,87.68,1,2.97,34.31,26.62,92.38,26.67,88.15,25.41,85.67,25.41,59.87,29.55,28.65,0
10/07/16 03,0.83,2.6,5.18,3.86,3.73,5.14,3.21,95.41,1,95.43,1,0,0,0,0,0,0,0,0,0,0,35.68,1,0,0,0,0,0,0,68.93,1,2.98,35.44,30.86,76.37,30.86,68.91,26.46,87.19,26.46,59.97,33.15,32.25,0
10/07/16 04,1.14,3.34,4.97,3.08,3.75,5.01,2.71,94.95,1,94.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,1,0,0,67.21,1,2.98,35.68,31.46,76.51,31.46,68.49,27.39,64.88,27.27,72.4,33.74,32.84,0
10/07/16 05,1.37,3.78,4.79,3.59,3.4,5.43,3.83,95.57,1,95.59,1,0,0,0,0,0,0,0,0,48.12,1,0,0,0,0,31.33,1,0,0,80.06,1,2.98,35.35,29.39,76.34,29.36,90.26,27.21,64.51,27.1,72.69,31.91,31.01,0
10/07/16 06,1.61,4.13,4.61,4.51,3.05,5.45,4.6,94.01,1,94.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.13,1,2.98,36.18,32.33,75.69,32.33,69.14,30.85,63.72,30.85,60.23,34.61,33.71,0
10/07/16 07,1.97,4.85,4.39,3.66,2.59,5.18,3.39,94.21,1,94.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.33,1,2.98,36.08,32.72,74.55,32.72,66.84,30.96,63.04,30.96,58.84,34.98,34.08,0
10/07/16 08,2.25,5.37,4.12,3.24,2.09,5.02,2.61,95.82,1,95.84,1,0,0,0,0,0,0,0,0,50.27,1,0,0,0,0,32.32,1,0,0,71.46,1,2.98,35.22,30.55,72.6,30.51,87.32,27.42,62.19,27.3,69.44,33.03,32.13,0
10/07/16 09,2.49,5.28,3.78,3.69,1.52,5.31,3.12,92.12,1,92.14,1,0,0,0,0,0,0,0,0,49.62,1,0,0,0,0,32.81,1,0,0,0,0,2.98,37.18,28.32,73.25,28.28,86.36,29.15,60.9,29.03,69.41,40.56,29.69,0
10/07/16 10,2.71,4.76,3.48,3.99,1.96,5.5,3.37,93.31,1,93.33,1,0,0,0,0,0,0,0,0,49.52,1,35.91,1,0,0,30.69,1,0,0,0,0,2.98,36.55,27.8,70.42,27.76,86.04,21.66,82.05,21.55,69.31,39.58,29.18,0
10/07/16 11,2.92,4.23,3.07,4.19,2.37,5.5,3.49,93.28,1,93.3,1,0,0,0,0,0,0,0,0,49.43,1,35.96,1,0,0,30.72,1,0,0,0,0,2.98,36.57,27.29,69.75,27.25,85.69,21.74,82.04,21.63,69.27,39.66,28.66,0
10/07/16 12,3.11,3.44,3.29,4.25,2.73,5.5,3.57,93.71,1,93.73,1,0,0,34.12,1,0,0,0,0,47.91,1,35.58,1,0,0,30.55,1,0,0,0,0,2.98,36.34,23.37,86.96,23.43,84.71,21.76,82.72,21.65,69.86,39.49,25.12,0
10/07/16 13,3.27,2.57,3.72,4.28,3.16,5.5,3.76,93.19,1,93.21,1,0,0,34.02,1,0,0,0,0,47.8,1,35.73,1,0,0,30.6,1,0,0,0,0,2.98,36.62,22.52,86.28,22.59,84.08,22.03,82.73,21.92,69.96,39.82,24.28,0
10/07/16 14,3.44,1.71,4.12,4.14,3.52,5.5,3.93,92.56,1,92.58,1,0,0,33.08,1,0,0,0,0,47.53,1,35.73,1,0,0,30.79,1,0,0,0,0,2.98,36.95,21.8,87.09,21.86,83.84,22.36,83.06,22.25,69.66,40.22,23.53,0
10/07/16 15,3.64,0.86,4.53,4.01,3.88,5.5,3.99,92.76,1,92.78,1,0,0,33.43,1,0,0,0,0,46.89,1,35.7,1,0,0,30.65,1,0,0,0,0,2.98,36.84,20.98,85.7,21.04,84.15,22.4,83.15,22.29,70.15,40.17,22.71,0
10/07/16 16,3.65,0.65,4.91,4.12,3.46,5.5,4.23,96.44,1,96.46,1,0,0,35.13,1,0,0,0,0,49.15,1,0,0,0,0,32.21,1,0,0,106.66,1,2.98,34.88,25.46,87.34,25.53,84.51,28.02,61.24,27.9,70.43,28.58,27.68,0
10/07/16 17,3.51,0.88,5.3,3.97,2.55,5.5,4.25,96.31,1,96.32,1,0,0,0,0,0,0,0,0,49.92,1,0,0,0,0,31.98,1,0,0,97.4,1,2.98,34.96,27.33,71.01,27.29,84.79,28.07,60.47,27.95,71.27,29.97,29.07,0
10/07/16 18,3.42,1.37,4.85,3.82,1.66,5.5,4.45,96.3,1,96.32,1,0,0,0,0,0,0,0,0,50.08,1,0,0,0,0,32.3,1,0,0,94.89,1,2.98,34.96,27.66,70.16,27.62,84.81,27.98,58.71,27.85,70.06,30.28,29.38,0
10/07/16 19,3.22,1.81,4.39,3.7,1.65,5.5,4.21,97.24,1,97.26,1,0,0,0,0,0,0,0,0,49.98,1,35.79,1,0,0,30.5,1,0,0,88.67,1,2.97,34.45,27.75,70.24,27.71,85.08,20.54,81.13,20.43,68.79,30.33,29.43,0
10/07/16 20,3,2.21,3.94,3.71,2,5.5,4.05,97.22,1,97.24,1,0,0,0,0,0,0,0,0,50.4,1,35.85,1,0,0,30.83,1,0,0,86.41,1,2.97,34.46,28,70.83,27.96,84.51,20.38,80.87,20.26,67.54,30.57,29.67,0
10/07/16 21,2.8,2.58,3.53,3.47,2.27,5.5,3.59,96.96,1,96.97,1,0,0,0,0,0,0,0,0,50.47,1,35.58,1,0,0,30.28,1,0,0,84.96,1,2.98,34.61,28.3,68.9,28.26,84.67,20.66,81.63,20.56,69.66,30.86,29.96,0
10/07/16 22,2.65,2.94,3.07,3.36,2.62,5.5,3.77,97.88,1,97.9,1,0,0,0,0,0,0,0,0,50.15,1,35.18,1,0,0,30.29,1,0,0,79.69,1,2.97,34.11,28.43,69.47,28.39,85.44,20.18,81.84,20.07,69.12,30.96,30.06,0
10/07/16 23,2.43,2.97,3.37,3.49,3,5.5,3.79,96.97,1,96.99,1,0,0,35.54,1,0,0,0,0,49.38,1,35.18,1,0,0,30.06,1,0,0,87.74,1,2.98,34.6,27.37,88.53,27.44,85.98,20.67,82.33,20.56,70.35,30.37,29.47,0
11/07/16 00,2.3,2.99,3.85,3.79,3.39,5.5,4.08,97.48,1,97.5,1,0,0,34.77,1,0,0,0,0,49.38,1,34.87,1,0,0,29.75,1,0,0,85.25,1,2.97,34.32,27.4,89.89,27.47,86.02,20.5,82.69,20.39,71.19,30.37,29.47,0
11/07/16 01,2.15,3,4.35,4.03,3.81,5.5,4.49,96.59,1,96.61,1,0,0,34.62,1,0,0,0,0,48.31,1,34.45,1,0,0,30.1,1,0,0,88.1,1,2.98,34.8,27.45,90.2,27.52,88.07,20.89,83.8,20.78,70.46,30.42,29.52,0
11/07/16 02,2.16,3.07,4.85,4.63,3.78,5.5,4.73,95.47,1,95.49,1,0,0,34.41,1,0,0,0,0,0,0,0,0,0,0,30.24,1,0,0,81.39,1,2.98,35.4,29.48,92.57,29.58,67.28,27.81,64.28,27.7,76.94,32.02,31.12,0
11/07/16 03,2.42,3.59,5.4,3.51,3.29,5.25,3.65,93.45,1,93.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.28,1,2.98,36.48,32.25,76.46,32.25,68.65,31.45,64.08,31.45,59.69,34.56,33.66,0
11/07/16 04,2.74,4.24,5.19,3.3,2.86,4.96,2.54,93.61,1,93.62,1,0,0,0,0,0,0,0,0,49.24,1,0,0,0,0,0,0,0,0,87.68,1,2.98,36.4,30.17,75.93,30.13,88.94,31.44,64.14,31.44,60.05,32.74,31.84,0
11/07/16 05,2.94,4.62,4.95,4.03,2.56,5.24,3.38,94.54,1,94.56,1,0,0,0,0,0,0,0,0,49.24,1,0,0,0,0,31.62,1,0,0,81.53,1,2.98,35.9,30.24,75.91,30.2,89.01,28.4,63.99,28.28,72.9,32.77,31.87,0
11/07/16 06,3.11,5.06,4.73,4.21,2.31,5.5,4.65,93.44,1,93.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.72,1,0,0,65.74,1,2.98,36.48,33.05,74.99,33.05,69.66,29.11,63.12,29,76.66,35.32,34.42,0
11/07/16 07,3.53,5.5,4.47,3.5,1.88,5.29,3.92,88.56,1,88.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,39.05,30.5,73.81,30.5,66.23,34.52,62.28,34.52,59.2,43.32,31.69,0
11/07/16 08,4.01,5.21,4.16,3.3,1.67,4.97,2.61,91.14,1,91.16,1,0,0,0,0,0,0,0,0,50.05,1,38.27,1,0,0,0,0,0,0,0,0,2.98,37.7,28.22,71,28.18,85.43,29.45,85.42,29.45,56.12,41.46,29.6,0
11/07/16 09,4.2,4.68,3.75,3.47,2.18,5.15,2.71,92.33,1,92.35,1,0,0,0,0,0,0,0,0,50.19,1,36.27,1,0,0,31.62,1,0,0,0,0,2.98,37.07,27.68,69.15,27.64,84.62,22.45,82.19,22.33,66.91,40.56,29.06,0
11/07/16 10,4.35,4.15,3.29,3.38,2.55,5.26,2.51,91.67,1,91.68,1,0,0,0,0,0,0,0,0,49.85,1,36.17,1,0,0,31.32,1,0,0,0,0,2.98,37.42,27.17,69.42,27.13,84.77,22.94,82.86,22.83,68.45,40.98,28.55,0
11/07/16 11,4.54,3.5,3.14,3.38,2.96,5.5,2.88,112.53,1,0,0,0,0,33.22,1,0,0,0,0,48.09,1,35.73,1,0,0,31.18,1,0,0,0,0,2.99,26.03,23.51,88.58,23.57,84.52,22.4,83.1,22.28,68.39,38.54,25.25,0
11/07/16 12,4.42,2.64,3.63,3.55,3.39,5.5,2.85,111.99,1,0,0,0,0,32.86,1,0,0,0,0,48.18,1,35.98,1,0,0,29.8,1,0,0,0,0,2.99,26.33,22.68,88.32,22.74,83.53,22.88,83.14,22.78,73.44,38.73,24.42,0
11/07/16 13,4.37,1.78,4.1,3.41,3.75,5.5,3.79,112.83,1,0,0,0,0,33.48,1,0,0,0,0,47.56,1,36.17,1,0,0,30.14,1,0,0,0,0,2.99,25.86,21.82,86.46,21.88,83.81,22.36,82.29,22.26,71.81,38.36,23.56,0
11/07/16 14,4.25,0.92,4.5,3.47,3.94,5.5,4.31,112.95,1,0,0,0,0,33.08,1,0,0,0,0,47.34,1,35.53,1,0,0,30.06,1,0,0,0,0,2.99,25.79,21.04,86.33,21.1,83.42,22.45,83.49,22.34,72.16,38.28,22.77,0
11/07/16 15,4.05,0.58,4.9,3.47,3.36,5.5,4.91,115.35,1,0,0,0,0,33.42,1,0,0,0,0,48.96,1,0,0,0,0,0,0,0,0,104.54,1,2.99,24.43,25.42,90.16,25.47,84.81,30.61,62.65,30.61,57.47,28.49,27.59,0
11/07/16 16,3.81,0.85,5.24,3.59,2.66,5.08,2.96,115.27,1,0,0,0,0,0,0,0,0,0,0,49.64,1,0,0,0,0,0,0,0,0,95.16,1,2.99,24.47,27.19,73.44,27.15,85.18,30.6,62.47,30.6,56.02,29.81,28.91,0
11/07/16 17,3.51,1.29,4.89,3.68,2.04,5.15,2.66,117.5,1,0,0,0,0,0,0,0,0,0,0,49.01,1,0,0,0,0,32.36,1,0,0,85.03,1,2.99,23.19,27.09,72.88,27.06,86.29,26.52,61.11,26.4,68.39,29.65,28.75,0
11/07/16 18,3.12,1.64,4.52,4.03,1.58,5.36,2.85,118.71,1,0,0,0,0,0,0,0,0,0,0,49.03,1,35.06,1,0,0,30.41,1,0,0,77.44,1,2.99,22.49,27.1,72.78,27.06,86.26,19.23,81.09,19.12,67.78,29.6,28.7,0
11/07/16 19,2.7,1.93,4.16,4.31,2.01,5.5,3.1,119.75,1,0,0,0,0,0,0,0,0,0,0,49.65,1,35.11,1,0,0,30.04,1,0,0,71.53,1,2.99,21.89,27.14,71.03,27.1,85.11,18.63,80.4,18.52,68.4,29.62,28.72,0
